,artist,genre,lyrics,song
2516,Nat King Cole,Hip-Hop,All I want Christmas two front teeth My two front teeth two front teeth Gee I could two front teeth Then I could wish you Merry Christmas It seems long since I could say Sister Susie sitting thistle Gosh oh gee happy Id If I could whistle All I want Christmas two front teeth My two front teeth two front teeth Gee I could two front teeth Then I could wish you Merry Christmas All I want Christmas two front teeth My two front teeth two front teeth Gee I could two front teeth Then I could wish you Merry Christmas It seems long since I could say Sister Susie sitting thistle Gosh oh gee happy Id If I could whistle All I want Christmas two front teeth Two front teeth two front teeth Gee I could two front teeth Then I could wish you Merry Christmas It seems long since I could say Sister Susie sitting thistle Gosh oh gee happy Id If I could whistle All I want Christmas two front teeth Two front teeth two front teeth Gee I could two front teeth Then I could wish you Merry Christmas,All I Want For Christmas (Is My Two Front Teeth) 
2517,Nat King Cole,Hip-Hop,There goes heart goes one I love There goes girl I worthy There goes happiness There goes somebody else place Goodbye romance last somehow I chance I never thought could pass There goes heart I I never thought could pass There goes heart I,There Goes My Heart 
2518,Nat King Cole,Hip-Hop,To may concern Youve found another love I know To may concern My heart ever let go You tore heart apart When found somebody new But found heart Could broken So may concern Youve learned heartache pride Pretending unconcerned stop tears You try hide And alone With memory Thats Ill bet learn The one whos concerned And alone With memory Thats Ill bet learn The one whos concerned,To Whom It May Concern 
2519,Nat King Cole,Hip-Hop,Thats girl Take look her belongs Yes thats girl Hands off touch She looks like angel But human So Im takin chances I tell address even name Cause thats girl Im addin family And I love girl And everythings fine So day says yes Keep fingers crossed Cause thats girl And gonna stay mine Thats girl hear Im addin family And I love girl And everythings fine So day says yes Keep fingers crossed Cause thats girl And gonna stay mine Shes mine every curvy line And even dark brown curls Now lay off thats girl,That's My Girl 
2520,Nat King Cole,Hip-Hop,A little dream castle every dream gone Is lonely silent shades drawn And heart heavy I gaze upon A cottage sale The lawn proud waving hay Our beautiful garden withered away Where planted roses weeds seem say A cottage sale From every single window I see face But I reach window theres empty space The keys mailbox But one waiting anymore The end story told door A cottage sale From every single window I see face But I reach window theres empty space The keys mailbox But one waiting anymore The end story told door A cottage sale sale A cottage sale,Cottage For Sale 
2521,Nat King Cole,Hip-Hop,A little bit independent walk A little bit independent talk Theres nothing like Paris New York Youre awfully easy eyes A little bit independent dance A little bit independent toward romance A bit sophistication glance And yet easy eyes Whenever Im alone You weave magic spell And though danger zone I know swell A little bit independent smile A little bit independent style But I help love When easy eyes And yet easy eyes Whenever Im alone You weave magic spell And though danger zone I know swell I never let go A little bit independent smile A little bit independent style But I help love When easy eyes A little bit independent,A Little Bit Independent 
2522,Nat King Cole,Hip-Hop,Miss Otis regrets Shes unable lunch today Madam Miss Otis regrets Shes unable lunch today She sorry delayed But last evening Down Lovers Lane strayed Madam Miss Otis regrets Shes unable lunch today When woke dream And found love gone Madam ran man Who led far astray And velvet gown She drew gun shot lover Madam Miss Otis regrets Shes unable lunch today Then mob came got And dragged jail Madam strung upon A willow across way And moment died She lifted lovely head cried Madam Miss Otis regrets Shes unable lunch today,Miss Otis Regrets (She's Unable To Lunch Today) 
2523,Nat King Cole,Hip-Hop,Oh theres lull life Its void empty space When embrace Oh theres lull life The moment go away There night day The clock stops ticking The world stops turning Everything stops But flame heart That keeps burning burning Oh theres lull life No matter I may pretend I know alone end The ache heart The call arms lull life,There's A Lull In My Life 
2524,Nat King Cole,Hip-Hop,A Portrait Jennie More precious Than masterpiece How ever famous The portrait Jennie Is etched heart Where features Sketched start Ah color beauty life And glow spirit divine All cast heavens design With portrait Jennie I never part For portrait Jennie Except heart For portrait Jennie Except heart,Portrait of Jennie 
2526,Nat King Cole,Hip-Hop,When smiling smiling The whole world smiles When laughin laughin The sun comes shinin But cryin bring rain So stop sighin happy Keep smiling cause smiling The whole world smiles When smiling smiling The whole world smiles When laughin laughin The sun comes shinin But cryin bring rain So stop sighin happy Keep smiling cause smiling The whole world smiles you smiles,When You're Smiling (The Whole World Smiles With You) 
2527,Nat King Cole,Hip-Hop,Youre everything Underneath sun Youre everything Rolled one Youre dream My real reality Youre idea Of perfect personality Youre everything Everything I need Youre song I sing And book I read Youre way beyond belief And make brief Youre winter summer spring My everything Youre everything Everything I need Youre song I sing And book I read Youre way beyond belief And make brief Youre winter summer spring My everything,You're My Everything 
2528,Nat King Cole,Hip-Hop,That certain night night met There magic abroad air There angels dining Ritz And nightingale sang Berkeley Square I may right I may wrong But Im perfectly willing swear That turned smiled A nightingale sang Berkeley Square The moon lingered London Town Poor puzzled moon wore frown How could know two love The whole darn world seemed upside The streets town paved stars It romantic affair And kissed said goodnight A nightingale sang Berkeley Square When dawn came stealing up gold blue To interrupt rendezvous I still remember smiled said Was dream Or true Our homeward step light As dancing feet Astaire And like echo far away A nightingale sang Berkeley Square,A Nightingale Sang In Berkeley Square 
2529,Nat King Cole,Hip-Hop,Away manger crib bed The little Lord Jesus lay His sweet head The stars sky looked He lay The little Lord Jesus asleep hay The cattle lowing poor baby awakes But little Lord Jesus crying He makes I love thee Lord Jesus look sky And stay cradle till morning night Be near Lord Jesus I ask Thee stay Close forever love I pray Bless dear children Thy tender care And take us Heaven live Thee,Away In A Manger 
2530,Nat King Cole,Hip-Hop,Deck halls boughs holly Falalalala lalalala Tis season jolly Falalalala lalalala Don gay apparel Falala lalala lalala Troll ancient Yuletide carol Falalalala lalalala Falala lalala lalala Falala lalala lalala Falala lalala lalala Falala lalala lalala See blazing Yule us Falalalala lalalala Strike harp join chorus Falalalala lalalala Follow merry measure Falalalala lalalala While I tell Yuletide treasure Falalalala lalalala Falalalala lalalala,Deck The Halls 
2531,Nat King Cole,Hip-Hop,Knock kiss never miss When Im ready go But cant smile say yes Please cry say Squeeze squoze fine clothes I love But cant smile say yes Please cry say When I ask date answer You know saying Dont know war on everything rationed How bout jive keep alive Baby let bygones bygones Cause men scarce nylons And cant smile say yes Please cry say Baby let bygones bygones Cause men scarce nylons And cant smile say yes Please cry say no no no baby Please cry say,If You Can't Smile And Say Yes (Please Cry And Say No) 
2532,Nat King Cole,Hip-Hop,If Beale Street could talk Beale Street could talk Married men would Take beds walk Except one two Who never drink booze And blind man corner Who sings Beale Street Blues Id rather Than place I know Id rather Than place I know Its gonna take sergeant For make go Goin river Maybe Goin river And theres reason Because rivers wet And Beale Streets done gone dry Goin river Maybe Goin river And theres reason Because rivers wet And Beale Streets done gone dry Because rivers wet And Beale Streets done gone dry Because rivers wet And Beale Streets done gone dry,Beale Street Blues 
2533,Nat King Cole,Hip-Hop,Ill never say Never again Cause see Im love Head heels love With Ill never say Never kiss you Cause see Im kissing Thats thing Id say Id never I walked away said goodbye I hasty I I missed you I thought Id die But now throw hat sky Ill never say Never again Cause see I love Head heels love With sweet Oh never rush say goodbye You may regret it Why ever fall Say goodbye love Must insane What I thinking of Here are back together Happier All I promise For evermore Ill never say Never never Here I love Head heels Im love With Never say Never kiss you never Here I am kissing Thats thing Id say That Id never I walked away said goodbye I hasty I I missed you I thought Id die But now throw hat sky Ill never say Never again Cause see I love Head heels love With sweet,I'll Never Say Never Again 
